sentence1	sentence2	label
seeing as no one is rolling 8's despite it being really likely.	equally likely for all numbers?	Clarification_question
that wasn't a smart start by me	no....	Acknowledgement
anyone got sheep...	i got ore	Elaboration
the irony	^^	Acknowledgement
no sry	kk no worries	Acknowledgement
nope dont have either	i'm actually going to hold off on the trade for now,	Result
if he's not here in 7 mins	just emailed everyone to see-	Continuation
oh ok 	haha	Comment
get a soldier card.	ohh	Acknowledgement
na	costly	Explanation
any one got a sheep?	no	Question_answer_pair
for someone with 8 points!?	hahaha	Comment
about 2 on wednesday then?	right,	no_relation
sunday do you mean?	yeah i feel rescheduling is probabyl a better idea	Elaboration
how many +1 did you have inca?	2?	Elaboration
yer, not working for me	i'm at about 85% of my gmail limit so i often find that it doesn;t find things so well	Elaboration
cool	err... that probably means you don't have the resources i was after	no_relation
but then i can get them	skinnylinny ended their turn.	no_relation
i assume no one has clay that they'll trade?	shouldn't think so :-)	Question_answer_pair
sound good	ljaybrad123 ended their turn.	no_relation
i did them	because a friend did	Explanation
considering my burgeoning resources :d	i'm wheaty and woody presently :d	Elaboration
good luck guys	game started.	Result
lj?	interested?	Elaboration
i could use some brick	none either	Question_answer_pair
nah, sorry, again it's clay on my mind	i have but the one resource	no_relation
what can u gve?	wood i can offer	Question_answer_pair
okay,	ash has 8 resources.	no_relation
if it doesn't breach your ethics, btw :)	it doesn't	Acknowledgement
thanks!	gotwood4sheep ended their turn.	no_relation
oh wait	nevermind.	Elaboration
i know ccg has one ;)	i have sheep, not for wood	Correction
ore and sheep?	sorry	Question_answer_pair
actually no,	a little shop in oxford	Elaboration
thank you!	you too!	Acknowledgement
matt, still want a wood for one of your wheat?	or has that ship sailed	Alternation
i can't help you bro...	i was talking about a previous trade attempt with woodnsheep..	no_relation
be careful...	wouldnt want to loose to a robber	Explanation
don't need sheep	ghettoette has 3 resources.	no_relation
i'm up for that	1:1?	Q_Elab
the life aquatic	won 2 tix for it	Elaboration
no...	somdechn ended their turn.	no_relation
can i get ore for wood?	william made an offer to trade 4 wood for 1 ore from the bank or a port.	Result
nope :(	euan bagged a bit	Contrast
i'm after wheat,	oh i have wheat,	Comment
anyone got wheat?	i have sheep	Elaboration
then out of fraustration clicked somewhere else, at w	which isn't such a huge issue, but is a little strange	Comment
anyone have clay for sheep or ore?	no	Question_answer_pair
that got you less points than i thought	settlement is worth 2, city 3	Explanation
hey, i want wood as well	if anyone offers me one ore and one wheat they can have a wood	Question_answer_pair
i need my one clay,	ljaybrad123 made an offer to trade 4 wheat for 1 sheep from the bank or a port.	no_relation
i feel kinda bad though	for what?	Clarification_question
anyone want to trade ore or sheep for these wheat?!	no :d	Question_answer_pair
anyone got clay...	no,	Question_answer_pair
for what?	my only chance was the wood port and i lost it	Explanation
does the game log the dice rolled each turn?	yeah i think it logs everything.	Question_answer_pair
i dunno	we each play four right	no_relation
i'll have something	ive nothing either	no_relation
now what?	okay...	no_relation
anyone got clay?	for a sheep	Question_answer_pair
well played tomas!	that was quick	no_relation
what happens now?	great.	no_relation
anyone have  sheep?	i am looking for sheep or clay	Elaboration
need sheep...	have none	Question_answer_pair
hope so :(	thanks	no_relation
ghettoette, do you have any wheat you want to pass along my way?	for a sheep?	Q_Elab
wood?	... from ztime	no_relation
thanks guys	okay,	Acknowledgement
clay?	just so	Acknowledgement
but if you want to do so,	as i said, i don't mind at this stage	Background
i have one spare	can you spare a wood?	Q_Elab
anything work?	want 2 ore	no_relation
was about to offer ig a wood for an ore	never mind	Contrast
sorryt	ahh, oh well	Acknowledgement
wanna start?	sure	Question_answer_pair
ok :)	william - we're at a new table (1.2)	no_relation
and the closest i'm at is my avatar	which i think is a cloud, actually	Elaboration
either of you have sheep?	two wood for sheep?	Q_Elab
and yeah,	on you go then	Acknowledgement
sheep?	nd sheep	Explanation
well raef has picked up like 10 ore in the last go-around	gone	Comment
clay for wheat	7... damn.	no_relation
anyone give me grain for wood?	nope	Question_answer_pair
no	understood ;)	Acknowledgement
ahh	amanda?	Q_Elab
i have no sheep	anyone else?	Result
oh. never mind, now it did	^^	Comment
sounds like a liability case to be contested.	are you ok?	no_relation
i'm guessing that's rennoc	you've moved it already?	no_relation
yeah -	let's call it quits..	Elaboration
no thank you	gaeilgeoir ended their turn.	Result
how?	rolled a 7	Question_answer_pair
thanks	no... thank you all!	Comment
bu tim happy to do it now	thats fine	no_relation
i wasn't expected to roll 7 to be honest :p	i thought you got to move the robber	Comment
i have lotso brick	i can give a wheat	no_relation
anyone want a wood or brick for a wheat?	yes	Question_answer_pair
grain	ok	Acknowledgement
greedy :d	spend it wisely then	Result
won't let me build a settlement	because you dont have the resources	Explanation
wow	some nice desert-front property	Explanation
i'm not sure what i need	i have a clay and 2 wood	Continuation
yeah,	i have lotso brick	Explanation
i got some clay	tomas 1 clay for 1 sheep?	Q_Elab
sounds like a liability case to be contested.	 good luck	Comment
wood anyone?	mmatrtajova ended their turn.	Result
two ore for one sheep?	2 sheep for an ore	Question_answer_pair
thanks.	ariachiba ended their turn.	Sequence
yay sheep :p	william made an offer to trade 4 sheep for 1 clay from the bank or a port.	no_relation
when text is black	which means you have enough resources	Elaboration
should've known, shouldn't i?	weeell...	Question_answer_pair
well played inca	haha, well played yourself	Comment
lol,	12 brick,	Elaboration
not me	kk	Acknowledgement
is this u guys first time of playing?	no	Question_answer_pair
ok :)	back	no_relation
because you dont have clay?	oh weird	no_relation
where is your office markus?	to pick up the money	Explanation
ok	no worries, all figuring it out	Acknowledgement
*tuesday	hmm. sure. we'll email him them	no_relation
i can give you wood	1 wood, that is	Elaboration
1 for 1?	sure	Question_answer_pair
i wonder if this thing has any secret keywords to enable cheat mode?	jeff	Elaboration
you got clay?	nope,	Question_answer_pair
oh well	shouldn't have put the robber on the ore space, then :p	Continuation
anyone have sheep for wood?	not me	Question_answer_pair
can i get a wood?	for?	Q_Elab
you are rolling 2 dice...	yeah,	Acknowledgement
it's impossible ;)	since you start with 2	no_relation
ok	and ill give you wood	no_relation
it's supposed to be three of you.	hm, how are you two for time?	Clarification_question
on my screen it has you asking tyrant lord to confirm	same i keep getting the offer	Parallel
uh no	we're doomed	Elaboration
nope, 	ahh, oh well	Acknowledgement
i am a man of my word	i will remember that :)	Comment
still waiting on william	yeah	Acknowledgement
we can do the same again	looking for a sheep?	Q_Elab
okey doke	maybe 24?	no_relation
fair	sparkles made an offer to trade 4 sheep for 2 ore from the bank or a port.	Result
sorry	... from nareik15	no_relation
and 2 for each city	and there's bonuses and stuff	Continuation
really?	aww	Comment
and another on thursday?	fine	Question_answer_pair
i feel like im enabling your victory,	but yes	Contrast
anyone trade clay for wheat?	or sheep or wood?	Alternation
wood?	i could offer wheat	Question_answer_pair
hi woodnsheep...	you've mention that generally friday and saturday nights aren't good for.	no_relation
i dont know why it isnt rolling	is there anything else the client is wanting you to do 	Q_Elab
sry don't want to end this game :)	tomas.kostan ended their turn.	Result
ghettoette	nope	Question_answer_pair
anyone got clay they'd trade?	sure,	Question_answer_pair
so you now need no wheat,	haha, you really want this wheat	Comment
while we're talking about trading,	i have sheep, yes.	Question_answer_pair
but that sounds about right (4 cities)	okay i'm ready!	Acknowledgement
11 11	oh come on	Comment
thanks	congrats!	Background
50/50 short	shot*	Correction
e?	mutton man?	Continuation
yea,	you got sheep?	Continuation
hmmmm, right, wonder if we can get another game done tonight?	well, is there anyone esle who wants to play?	Q_Elab
but i am trading...	move the rubber from sheep	Result
i have wheat	wood?	Q_Elab
hi to you both :)	hey!	Acknowledgement
wood for clay?	no	Question_answer_pair
i have a meeting in 25min	i just realized.	Background
got my pizza and tea	so i'm in my happy place	Result
e?	is euan being conspicuously silent	Clarification_question
we could at least wait a little longer	hello all	Acknowledgement
1 clay?	2 clay? :)	Q_Elab
does anyone have a wood?	i can give sheep or wheat	Elaboration
not	7!	no_relation
nope, 	no sheep	Explanation
only you :d	none	no_relation
anyone have another wheat?	clay?	Q_Elab
please take a minute to fill in the questionnaire.	no problem,	Question_answer_pair
addtime	we don't want more time	Contrast
that robber needs to go back to the desert.	~attempts to roll a 7~	Result
does anybody have wood? :p	nope	Question_answer_pair
she could do two trades,	one with each of us.	Elaboration
nope,	sorry :(	Comment
william for a sheep?	2 sheep?	Q_Elab
pfft, your pots are of no use.	wheat then?	Q_Elab
i play trumpet	and piano very poorly	Continuation
wheat?	:p	Comment
i am happy to keep playing	me too	Parallel
anyone got a spare sheep?	nope	Question_answer_pair
do they live in a flat?	always feel a bit	Elaboration
again?	steal the resources from me!	Comment
sure	ok raef.	Acknowledgement
let's just try	sweet.  good luck all :)	Acknowledgement
well, is there anyone esle who wants to play?	i don't know,	Question_answer_pair
does anyone have any ore?	no	Question_answer_pair
yaaaay	congrats josephine!	Explanation
let's do the game without carina on monday?	and our own game wed/thur?	Continuation
could you, by any chance, use some fine high quality wheat	guaranteed to be 100% more edible than clay	Elaboration
yep	i've got clay,	Elaboration
anyone got a wood?	need mine	Question_answer_pair
now you givee me wood?	:d	Comment
it snot your fault,	but grr	Comment
as you registered hastily :)	check th	no_relation
not me,	ok	Acknowledgement
does anyone have spare wheat?	nope	Question_answer_pair
i have spare ore?	what do you want for the ore?	Q_Elab
nope	ok -	Acknowledgement
hi	hi nancy,	Acknowledgement
another 7	william ended their turn.	no_relation
nooooooo	don't give him wheat,	Elaboration
haha, yeah i got very lucky with the vp cards	would have been quite a cheap victory	Contrast
yep	what would you like?	Q_Elab
hover over them	ahhh	Acknowledgement
if yiin remains absent?	when do you think we should call it a day 	Conditional
good game everyone	now to go and eat :p	Narration
anyone want wheat or wood for sheep?	e/j?	Q_Elab
click accept or reject.	if you can't accept,	Elaboration
snake eyess	ah dommage :p	no_relation
what a board!	lol	Acknowledgement
it looks golden and wheaty from here	ok	Acknowledgement
if dmm is snoozing,	lj?	Q_Elab
if it trade my ore for the sheep	i can't buy a card :(	Conditional
it rolls automatically.	i think it said it will autoroll,	Elaboration
(sorry	thisis taking a long time)	Explanation
are we playing to 10 points, by the way?	yep	Question_answer_pair
:)	wood for ore?	no_relation
anyone wheat for clay?	sorry i have wheat,	Elaboration
good luck guys!	hello all,	Comment
sure	bad planning by me there	no_relation
bah. philistine :p	tomm ended their turn.	Sequence
:)	sorry	no_relation
anyone want brick?	ok,	no_relation
and settlements lose value	i underrated sheep for a while	no_relation
ayone have ore?	ya, geting to that point	Question_answer_pair
can i have some wood dave?	what have you got to trade?	Q_Elab
haha	dmm you're the top threat	no_relation
i will trade with both!	sheep for ghettoette, brick for raef	Elaboration
no	none	Continuation
yup	bye all	no_relation
can i get someone's clay?	i has none	Question_answer_pair
it just stopped my go...	is there a time limit on turns?	Clarification_question
oh, apparently it says raef has to build a settlement.	sorry	Comment
i got them,	lol	no_relation
night!	night!	Acknowledgement
still no wood?	tomas.kostan ended their turn.	Result
congrats	thanks	Acknowledgement
got some clay.	ok	no_relation
i have sheep	got wood?	Continuation
fine	i can too so it should be fine	Acknowledgement
(guys,	i am leaving in 20 min...	Continuation
hurrah	no 5s for me :(	no_relation
for one wood?	need ore for wheat	Question_answer_pair
looking forward to it!	see you later x	Continuation
i can...	dont!	Contrast
anyone got wood?	kersti ended their turn.	Result
anyone want to trade a sheep or a clay for one of my wheat?	nope	Question_answer_pair
still need clay	no clay	Question_answer_pair
yay	sheep wins!	Elaboration
we'll see how the board treats us	when innis and lj arrive :d	Background
actually, sorry, im going to hang on to it	you might not have the choice :d i	Contrast
1 sheep oe wheat?	one*	Correction
"can't click ""done""?"	i think	Question_answer_pair
but lj may be able to up the offer	aww we're falling over ourselves :)	Comment
a few weeks ago she said she was away travelling somewhere, and that we could play without	elusive german :p	Comment
anyone wants	to give wood for wheat?	Continuation
does anybody want a wood or a wheat? 	if possible...	Elaboration
sheep or clay?	one of each?	Q_Elab
anyone want wood?	yes	Question_answer_pair
yeah,	that's the robber isn'tit	Elaboration
no	1 sheep oe wheat?	Q_Elab
wheat for wood anyone?	dave made an offer to trade 4 wheat for 1 sheep from the bank or a port.	no_relation
*twiddles thumbs*	'8noms oatcakes*	Parallel
anyone have a sheep?	no sheep sorry	Question_answer_pair
nope	euan made an offer to trade 3 sheep for 1 clay from the bank or a port.	no_relation
default judgement, bang	they'll care more	no_relation
yep	gaeilgeoir ended their turn.	no_relation
or did you hit done	when you meant to be trading :.	Continuation
i have some wood 	do you have any wheat	Result
i will	cool.	Acknowledgement
sorry	well	Comment
if not,	let me know.	Conditional
that's me	right,	Acknowledgement
wwwhat	woo! settlement!	no_relation
gg	later	Comment
who is yiin?	no idea,	Question_answer_pair
how's things?	not bad	Question_answer_pair
anyone have wheat to trade 	i have sheep	Question_answer_pair
your roll, laura!	maybe she's disconnected...	Explanation
anyone have sheep?	neither, sorry	Question_answer_pair
apologies to the wheat growers	haha, fair play	Comment
theres your 9	thank sou!	Acknowledgement
i hve built the buildings really badly in the beginning	so... a surprise here too..	Result
i thought so	hahaha	Comment
same here,	sorry,	Comment
i didn't	as i had 11 resources :)	Explanation
sheep, wood	a clay?	no_relation
but what do you want in return again?	ore?	Question_answer_pair
indeed;	i had the pleasure editing the source code of this application.	Explanation
mmm	cross table talks :)	Elaboration
sure a sheep works	ok laura	Acknowledgement
x	see you later :)	no_relation
i literally lost	coz i pressed done instead of trade	Explanation
nelson i can only give sheep for wood :)	ah,	Acknowledgement
not if i can;t earn anything cos of robbers	precisely ;)	Comment
8s and 9s aren't as common as i'd hoped!	10s are not plentiful	Parallel
afraid it'll be none then :)	ok then :)	Acknowledgement
i assume no one has clay that they'll trade?	dont have any	Question_answer_pair
anyone want wheat?	i'm after clay.. or wood	Elaboration
does anyone have any sheep, 	nareik15 ended their turn.	Sequence
howdy folks	hello	Acknowledgement
anyone have wood?	not i	Question_answer_pair
i need sheep,	i'll have something	no_relation
if you have basically anything else to give me	... from catanstrophe	no_relation
we can't do it with three...	we played a three player game before...	Contrast
anyone have any wood?	i think we are all looking for it!	Question_answer_pair
yeah	its not immediately obvious	Elaboration
but you got wood??	any clay, kieran?	no_relation
i have nothing at the moment :p	oh, okay	Acknowledgement
can i get someone's ore?	i'm oreless	Question_answer_pair
me too	dont worry	Comment
i have too many wheat...	chameleon, do you have any ore going spare?	Result
anyone got wheat for a sheep?	nope.	Question_answer_pair
why would you throw four?	or roll..	Correction
yup	at the right price :)	Elaboration
i'm feeling rather behind now...	8s and 9s aren't as common as i'd hoped!	Explanation
you need a settlement on the port locations	then just trade	no_relation
oh ok 	hi	Acknowledgement
clay for wood	cool	Acknowledgement
now glorious	and light till after 11	Continuation
just wanted to watch the exciting finale	you'll be fine i'm sure	no_relation
damnit.	and catanstrophe i think has a vic point...	Continuation
they all say close to winning	don't bust my bubble	Comment
does anyone have sheep to trade?	oh wait	Correction
do we have to?	nooo	Question_answer_pair
is anybody willing to trade a clay?	i can give you a wheat	Elaboration
my internet hasn't gone down once	it's not cool	Comment
only for wood	okay..	Acknowledgement
sheep anyone??	charlotte ended their turn.	Sequence
do i click start game now?	sure	Question_answer_pair
anyone have wheat for ore or sheep?	no	Question_answer_pair
for wheat?	sounds good	Acknowledgement
ok	... from shawnus	no_relation
ok	thanks	Acknowledgement
i'd love a sheep...	only for a clay	Question_answer_pair
no brick here	me neither	Parallel
ore?	yes ore	Question_answer_pair
we're waiting for 2 other players	right	Clarification_question
ok	ok sounds good	Acknowledgement
any clay this time?	indeed, still none here	Question_answer_pair
and yeah,	sure	Elaboration
none	ok	Acknowledgement
anyone got ore or wheat?	i have sheep	Elaboration
rachmaninov also has some beautiful piano works	and sibelius.	Parallel
haha for?	no	no_relation
damn!	didn't even see that coming.	Explanation
amy? do you have ore?	if you gave me two of something	Question_answer_pair
wheat?	yeah,	Question_answer_pair
sorry	im up for one	no_relation
so... a surprise here too..	"""d"	Comment
let's be on the safe side	i'm already gonna miss the movie start :d	Comment
you want a sheep?	yes	Question_answer_pair
anyone got sheep or ore for a wheat?	i've got an ore	Question_answer_pair
fresh out :/	ah dommage :p	Comment
contact me for the money	i'm happy	Continuation
sure	for a clay?	Q_Elab
me clay you wood anyone?	you ore me wood:d	Question_answer_pair
darn	joel made an offer to trade 3 ore for 1 wheat from the bank or a port.	Result
if you'd had one more game	i reckon you'd have hit stride	Conditional
afraid not	clay for wheat	no_relation
ok	we'll call it a day	Elaboration
hmmm	they'll care more	no_relation
addtime	no one??	no_relation
ok...	let me think	Continuation
i have sheep	for wood?	Q_Elab
i always saw clay as vital but they rate it as the least vital	so it is	Acknowledgement
i have a bounty crop	how about a wood then?	Result
well thanks guys	thanks for playing	Parallel
will do..	ztime made an offer to trade 3 sheep for 1 ore from the bank or a port.	Result
agnes?	tyrant lord has 5 resources.	no_relation
aha!	"gg well played"""	Comment
and i dont have much time ...	sabercat is martina	no_relation
if someone rolls a 7,	i think, you lose cards	Conditional
sorry needed	ore for a sheep?	Q_Elab
yes, the two guys from yesterday said they could	we could wait a few mins	no_relation
need sheep...	no idea,	no_relation
yeah that's fine with me.	me too	Parallel
got ore too	one each?	Q_Elab
anyone want to give a wheat?	i can	Question_answer_pair
why i always get robbered	just to make sure you're paying attendion....	Question_answer_pair
i have four...	but could do with other materials	Continuation
sorry	charlotte ended their turn.	no_relation
i hast clay	2 ore?	Q_Elab
well,	if you have to go,.	Continuation
i'm not william	but he may fancy that action :d	Contrast
never mind.	it's opened in a file	Explanation
trade it back for a wheat?	need sheep	Q_Elab
anyone have ore?	i can be generous with sheep or wheat	Elaboration
william - we're at a new table (1.2)	join us :d	Continuation
for a sheep	i can offer brick....	Acknowledgement
a more likely possibility - any wood?	alas none :(	Question_answer_pair
got the wrong guy!	william is white	Explanation
null needs to discard?	it says null needs to discard,	no_relation
anyone want wheat or wood for an ore?	no ore here	Question_answer_pair
yep	would be quite nice	Comment
equal opportunities attack this time	haha	Comment
good blog, interesting	this game has some hidden complexity	Elaboration
probably shouldn't	yeah	Acknowledgement
quick expansion	i think our clay dearth is solved	Result
:d	nice	Elaboration
sadly, the man does have a point.	that's a fair point,	no_relation
well, thats a problem.	they missed them both,	Result
no	ghettoette made an offer to trade 3 wheat for 1 clay from the bank or a port.	Result
pleae	sorry	Comment
thoughts?	me too	Question_answer_pair
won't let me build a settlement	j ended their turn.	Result
go on then	ig, on your turn	Acknowledgement
1 for 1?	sure.	Acknowledgement
10 to win	1 for playing :)	no_relation
as in, one ore per wood, one wood per person?	:)	Comment
what happens now? do we play more?	thanks guys	Acknowledgement
i cld give u a sheep for it?	need wood/wheat,	Question_answer_pair
does anyone have clay	i'lkl give a wood	Elaboration
shouldn't have put the robber on the ore space, then :p	seconded :p	Parallel
do you still have any spare wheat lj?	or anyone else?	Alternation
although i have one by my knee	awesome	no_relation
that sounds reasonable to me	such a gentleman	Comment
got any clay to trade for sheep/wheat?	got some clay.	Question_answer_pair
will anyone give me a wheat for ore?	...	Comment
anyone got some ore?	for one wood?	Q_Elab
yes	which?	Q_Elab
nope..	mine is greyed out	Elaboration
i'm confused...	i think i should have won?	Explanation
i guess...	i think we should start playing anyway... 	Contrast
cool	how do i confirm?	no_relation
:d	go, please:)	Continuation
cheers if you email me the form now,	i'll give it to my friend tonight,	Conditional
i must rush and walk the dog,	ok,	Acknowledgement
i need brick though.	hmm	Acknowledgement
uh oh	yup uh oh	Acknowledgement
anyone got spare wheat?	... from kersti	no_relation
if anyone offers me one ore and one wheat they can have a wood	okay, can anyone give me clay?	Continuation
euan?	sure	Question_answer_pair
fair enough	tyrant lord ended their turn.	Result
i will give a sheep for a clay	nah	Question_answer_pair
yes, yes,	y ou're still here	Elaboration
thanks for everything	see you!	Continuation
i need a clay	i have wood	Elaboration
william 1 wheat	no sry	Question_answer_pair
i'd like wheat	for..	Q_Elab
i need sheep,	tomm ended their turn.	Result
i can give you clay for it	i can give you sheep :p	no_relation
half an hour is not too late for a player	game started.	no_relation
thanks	yep,	Acknowledgement
i'm having trouble locating the emails :s	"searching for ""socl"" works quite well for me"	Comment
whoa,	congrats	no_relation
should we start the real game with yiin? 	i totally understand 	no_relation
nope	oh well, maybe next time!	Acknowledgement
anyone have wheat for ore?	afraid not	Question_answer_pair
anyone want wheat?	can't help,	Question_answer_pair
which one?	skinny, give me clay for ore?	Q_Elab
zorburt's right:	"the ui is making me lose the ""feel"" of this game"	Elaboration
2 for 2	not me..	Question_answer_pair
clay ore for trade anyone?	i need a clay	Question_answer_pair
anybody with a wheat?	sorry	Question_answer_pair
i've no preference for wednesday	should be there most of the day.	Explanation
and some wheat to spare for a friend? :)	no	Question_answer_pair
i have wheat	rennoc1 made an offer to trade 3 sheep for 1 ore from the bank or a port.	Result
i can give you a sheep?	ah, sorry have no need of sheep	Question_answer_pair
i...don't think	i can actually do anything this turn. :(	Continuation
tomaaaaasss	yes? :)	Q_Elab
sorry for being rubbish!	that's fine :)	Acknowledgement
btw i need to go in few mins	*this	no_relation
too late bro..	just realise someone took my ore..	Explanation
thnx	cool.	no_relation
that sounds rather pleasant!	yeah!	Acknowledgement
ah!	congrats!	no_relation
anyone have any spare wood?	can give sheep or ore	Elaboration
what do you have to trade?	brick	Question_answer_pair
one for one doesn't really work for me, sorry	sheep or wheat + wood?	Result
i figured 6 comes up more than 9?	zorburt ended their turn.	Sequence
long as you keep rolling 8	you're in business	Conditional
its a husky cross alsation, so its about as close to being a wolf as you get in london	do they live in a flat?	Clarification_question
please	i have wheat	Elaboration
sorry	i think	no_relation
little colour ticky boxes	really easy to miss,	Elaboration
i don't have 2, sorry,	then i cannot make you a deal	Result
sorry rennoc,	wanted your goods	Explanation
well played tomas :d	can we start the next at half oast?	Clarification_question
i'm happy to dispense for wheat	if one of you has a better offer :d	Alternation
haha	maybe it's laughing gas	no_relation
i could go 2:2 ore:wood	... from gotwood4sheep	no_relation
why there is a contour robber on wood-2	i don't know,	Question_answer_pair
still no clay or ore to sprae?	*spare	Correction
skinny, give me clay for ore?	i have no clay	Question_answer_pair
got it	email sent	Result
will anyone give me wheat for wood?	yep	Question_answer_pair
i'm watchingyou	;d	Comment
sorry, meant ore	okay	no_relation
if that's a soldier	well played dmm	Conditional
does anyone have any sheep, 	can trade a clay	Elaboration
okay,	you need to offer more	Contrast
one for a sheep?	i'll swap mine for wood,	Question_answer_pair
none	hmm	Acknowledgement
i have four...	well ill give you 3 clay for 3 ore	Q_Elab
have just the one	i've got one too	Parallel
who has said they can play?	i assume so	no_relation
where do we go	informatics forum 3.24.	Question_answer_pair
i'm hoping i'll do a bit better this time!	good luck :)	Comment
sorry woodnsheep.. i'm being mean here didn't i.	and slightly	Question_answer_pair
hopefully another season is round the corne	corner*	Correction
i have an ore	i give an ore	no_relation
thoughts?	hmmm,  do we want to?	Clarification_question
:p	sorry about that	no_relation
well you have no way of getting them yourself yet	true	Acknowledgement
don't mind me	tomas.kostan ended their turn.	no_relation
offering 1-2 ore for a wood	ok i'll do it	Question_answer_pair
anyone want brick?	yes.	Question_answer_pair
i would also take a wheat!	or dat...	Question_answer_pair
i can't lift any of the kids atm	so i cant work	Result
i'm oreless	and a robber is thieving it presently :d	Explanation
anyone got clay...	i got wood and wheat	Elaboration
anyone have wood?	gaeilgeoir ended their turn.	Result
does anyone have sheep?	not to spare	Question_answer_pair
lol not much between them!	tomas.kostan ended their turn.	no_relation
good luck all	game started.	Result
does anyone want to give me a wheat and i give them an ore?	not i.	Question_answer_pair
i ran through the rain to get here!	:)	Comment
anyone has any wood?	sabercat ended their turn.	Result
i have wheat?	sounds good..	Question_answer_pair
is anybody willing to trade a clay?	no,	Question_answer_pair
i will need to be gone about 1815	but 3 players won't take an hour	Contrast
once we all have the idea	yeah that's fine with me.	Question_answer_pair
just so	silly innit	Comment
i may have clicked done instead of trade....	:)	Comment
haha	tomm made an offer to trade 2 sheep for 1 ore from the bank or a port.	no_relation
you also have 8 points	don't have me	Comment
anyone got wheat?	but you have ore??	Q_Elab
need sheep	sorry, can't help there	Question_answer_pair
i did notice the coincidence	but i'm not that clever ;)	Contrast
it did, yeah	rennoc: sheep for an ore?	no_relation
wood for clay	cool.	no_relation
he definitely said he could play before	if we can't do it tonight,	Continuation
if you win,	we'll all have had a win	Conditional
ok,	will do.	Elaboration
moved the robber :p	skinnylinny made an offer to trade 2 ore for 1 clay from the bank or a port.	no_relation
who bloack my 8??	also not guilty	Question_answer_pair
anyone have ore?	i'm giving away a sheep	Elaboration
yes	how?	Clarification_question
dmm has died	i'll load up gmail	no_relation
sorry not clay.	wood.	Contrast
don't bust my bubble	haha	Comment
no sry	tomas.kostan ended their turn.	Result
it's your lucky day	ahh	Comment
nice game, catanstrophe	later	Comment
i have wood...	sorry no..	Question_answer_pair
brick for wheat.	deal.	Result
i covert rennoc's clay.	i could offer things?	Q_Elab
ah, forget it.	you have nothing to offer	Explanation
1	actually, sorry, im going to hang on to it	Correction
got the wrong guy!	sry	Acknowledgement
euan just picked one up	sure,	no_relation
yeah thought so	was worried you'd so road + army + 2vp	Background
any ore for sale?	i have an ore.	Question_answer_pair
did i get the trade right?	yup!	Question_answer_pair
anyone have any spare wood?	will do you 1 ore	Question_answer_pair
i have 1 to spare	for a wood.	no_relation
i will give you 1 wood for 1 clay	finally...	no_relation
i underrated sheep for a while	but they are great for card wins	Contrast
anyone have a clay to spare?	gaeilgeoir ended their turn.	Result
anyone have sheep for wood?	i have sheep, not for wood	Question_answer_pair
thanks for that	yep,	no_relation
trade?	i'll give you a wood for 2 ore?	Q_Elab
laura, could i cadge a clay?	no	Question_answer_pair
anyone wants to trade wood for clay	what deal?	Q_Elab
i need wheat.  	i'd like sheep 	Question_answer_pair
one participant can't make it;	waiting for one more person.	no_relation
http://www.youtube.com/watch?v=agskrc7dgcy	tune	Continuation
? i guess.	not sure	Elaboration
anyone got sheep they want to trade for clay?	no thanks	Question_answer_pair
well build sts	or put done	Alternation
i can trade my sheep for wheat, anyone?	somdechn ended their turn.	Result
um	and yeah,	no_relation
anyone want sheep?	for wood?	Q_Elab
we have a lot to teach the un	indeed	Acknowledgement
please	i only have ore to offer	Elaboration
i need clay	guess what i am short of lol,	Elaboration
i didn't want to deploy that soldier so soon >:(	dmm has 0 resource.	no_relation
but j just did	there's a button that says accept and one that said reject	no_relation
i fell at work yesterday	 what kind of fall?	Q_Elab
no clay for anything	right?	Clarification_question
anyone got shee?p	nope	Question_answer_pair
is 10 ok?	10 is ok	Question_answer_pair
if anyone would like to trade	i will :)	Question_answer_pair
anyone have wheat	no,	Question_answer_pair
me too :d	we're fully forested	Comment
wood?	sheep	Question_answer_pair
good game.	whoa,	Comment
wrong player	nelsen ended their turn.	no_relation
i do	what can you offer for a wood?	Q_Elab
clay or sheep for wood.....	can't help you	Question_answer_pair
yeah,	go ahead	Continuation
are we stopping	will do	no_relation
we played an arrangement of this in my brass band this year	any chance that's on youtube?	Clarification_question
i think	click register a trade	Continuation
"""ehh sry "	very helpful	Comment
not me bro..	also not guilty	Parallel
cilick on the red box	well look at that...	Result
sheep or wheat?	nah, sorry, again it's clay on my mind	Question_answer_pair
anyone have sheep for ore?	nope, sorry	Question_answer_pair
should be there most of the day.	right,	Acknowledgement
*>>> ccg wins in <10mins	somehow don't imagine anyone is going to trade me wood?	Result
the only place worth robbering gramos was 11	and that doesn't come up enough..	Explanation
still none	yeah didn't think so	Acknowledgement
anyone got wood?	ore for a wood, tomas?	Q_Elab
gotta go all,	ooooooook?	Acknowledgement
sheep?	i have like nothing now	Question_answer_pair
i can give sheep for wheat	kersti was first :)	Comment
yes for wood	okay	Q_Elab
also 8 should be as likely as a 6...	but looads of 6's no 8's :p	Contrast
sorry -	more 6s and i can oblige then :)	Continuation
anyone have clay?	yeah lol	Question_answer_pair
oh, i have to click done.	sorry	Comment
allright	good game	Acknowledgement
i'm not sure what i need	:d	Comment
first time i'm trading with this client	how the heck do i point the trade to zorburt?	Clarification_question
i have lots of wheat	don't we all	Parallel
