sentence1	sentence2	label
but these players were dead	maybe three years ago, there were a lot of {ty} cobbs in the hobby, and awhile back there were babe ruth checks	Instantiation
the exceptional gain would mean nearly twice as high a dividend this year as last	if holders avoid tendering to paribas they can expect strong dividends again next year	Conjunction
among declining issues, a weak earnings outlook drove groundwater technology down 6 1/4 to 24	the company said results for its second quarter ended oct. 28 could drop as much as 20% below the 30 cents a share reported in the year-earlier quarter	Cause
"the crisis had peaked on may 10, 1974, when the bank disclosed ""severe"" foreign-exchange losses due to ""unauthorized"" trading"	massive withdrawals followed and there was a brief rescue attempt, with political undertones, including $1.77 billion in federal reserve loans	Asynchronous
separately, moody's investors service inc. downgraded the ratings of american medical's senior and subordinated debt issues and those of its international affiliate	the downgrade anticipates completion of the ima holdings acquisition today	Cause
dr. blumenfeld isn't unique	especially at times like these, when declining rates make it hard for investors to get yields they have come to expect, too many people chase the promise of above-market returns without fully appreciating the risk	Cause
but senate majority leader george mitchell (d., maine), a vigorous opponent of the capital-gains tax cut, called the group to meet with him wednesday night and again yesterday	sen. mitchell urged them to desist	Conjunction
mr. boies, the first lawyer to use mr. vinson's services, cautions against courts' allowing extensive jury questioning (known as voir dire) or giving out personal information about the jurors	the more extensive the voir dire, the easier you make it for that kind of research to be effective	Cause
"that among the possibilities being considered by regulators to fight discrimination is the use of ""testers"	the department of housing and urban development has used testers to investigate discrimination in rental housing	Asynchronous
"he phoned them with updates on the investment, such as ""funny things that happened at the well that week"	you gave them some excitement that they didn't have in their lives	Cause
and germans are an ideological people	"the protesters who greeted mikhail gorbachev at east berlin's airport earlier this month weren't shouting ""go u.s.a"" -- they were chanting ""gorby, help us"	Instantiation
whatever people want to buy, i'll sell	the name of the game is to move goods	Cause
for the past seven years, investors have had the wind at their backs, in the form of a generally growing economy	some may have forgotten what it's like to invest during a recession	Cause
computer associates international, the most active big board issue, was another victim of an earnings-related sell-off	the stock fell 3/4 to 12 7/8 as 3.6 million shares were traded in the wake of its report that fiscal second-quarter net income fell 66% from a year ago	Restatement
but even those who have found a way to cope with the imports and the slump, fear that furs are losing part of their allure	"people are promoting furs in various ways and taking the glamour out of the fur business,"" says stephen sanders, divisional merchandise manager for marshall field's department store in chicago"	Instantiation
mr. asman should make distinctions among fidel, the army and the cuban people	they are not interchangeable	Cause
net in the latest quarter was $54.8 million, or 45 cents a share	in the year-earlier quarter, net was $62.2 million, or 51 cents a share	Contrast
they're relatively fortunate	with a hurricane you know it's coming	Cause
sales at department stores open at least a year to rise a modest 3% to 5% over last year's totals, both for his company and the industry in general	i'm not looking for a runaway christmas at all	Contrast
that uncertainty over when the sec might act could worsen volatility in the markets	"that the current circuit-breaker system allows investors to know ""precisely when and where any trading interruptions will occur and how long they will last"	Contrast
that the west german company held talks with the luxury auto maker over possible joint ventures	although daimler has said it isn't interested in mounting a bid for jaguar its name further underlined the growing interest in the british concern	Cause
mr. ridley hinted at this motive in answering questions from members of parliament after his announcement	"he said he was giving up the golden share ""to clear the way so the playing field is level between all contestants"	Restatement
strict new regulations seem certain to pass the state house in pennsylvania next week	legislation to require the consent of parents before their daughters under the age of 18 can have abortions will probably pass both houses of the michigan legislature	Conjunction
democrats had been negotiating with some republican congressional leaders on a compromise lately	with congressional elections next year, gop leaders have worried about opposing a minimum-wage rise for low-paid workers at a time when congress is moving toward a capital-gains tax cut that would directly benefit wealthier taxpayers	Cause
"moreover, sports has ""claimed its place"" as a guaranteed ratings-getter"	this isn't outlandish bidding	Cause
that santa fe pacific realty would repay more than $500 million in debt owed to the parent before the planned spinoff	that would help reduce santa fe pacific's remaining debt to about $600 million from a high of $3.7 billion in early 1988	Cause
in the same sentence he contradicts himself when he reports that the government still retains 40% of the total equity of the airline	"how can a company be considered ""privatized"" if the state is so heavily represented in it"	Contrast
yesterday, in composite trading on the new york stock exchange, shaw's shares closed ex-dividend at $26.125, up $2.25	armstrong's shares, also listed on the big board, closed at $39.125, up 12.5 cents	Conjunction
and the critics include some of the country's most successful investors	warren buffett has been on record as opposing stock-index futures since their inception in 1982	Instantiation
in a crush of trucks and horse carts on the trodden field, andrzej latowski wrestles a screeching, overweight hog into the trunk of a private butcher's polish fiat	"of course it's better to sell private,"" he says, as the butcher trundles away"	Asynchronous
yesterday, the dow jones industrial average did a now familiar dance	it plunged 60.25 points before lunch, with most of the drop occurring in 25 minutes	Restatement
"the position of the united states, which once contributed 25% of the budget, is that nothing has changed.john bolton, the assistant secretary of state for international organizations, told congress that the continuing ""statist, restrictive, nondemocratic"" programs make rejoining any time soon ""extremely unlikely"	this hasn't much bothered the unesco delegates	Concession
it was therefore not surprising that close allies of the u.s., virtually neglected by the bush administration, ordered the nicaraguan insurgents dismantled by december, long before the elections	"fittingly, the tela accords were nicknamed by hondurans ""the dodd plan"	Cause
miss gabor recanted her earlier-expressed fear of jailhouse lesbians	mr. bakker said he was guilty of sin but not fraud	Conjunction
all of japan's so-called big four securities firms have suffered setbacks in their attempts to break into foreign markets	while they have moved to the fore in underwriting fixed-income securities in the eurobond market -- mostly for japanese firms -- they have been only marginally profitable, if at all, in the u.s	Conjunction
but his ties to camden remain a sore point because of the county's past corruption	his campaign hierarchy is chosen from elsewhere in the state, and faced with criticism of a sweetheart bank investment, he has so far blunted the issue by donating the bulk of his profits to his alma mater, trenton state college	Cause
it will omit the next quarterly dividends on its series a, b, c and d preferred shares	it will pay all omitted dividends when debt-reduction requirements have been met	Contrast
since then, deliveries have slumped	gm's car sales dropped 24.8% in mid-october to 69,980, while truck sales fell 26% to 37,860	Restatement
the pop sobered up investors who had been getting a little too ebullient	it provided an excuse for people to get back to reality and to look at the economic data, especially the third-quarter economic numbers, and to realize that we can't continue to gloss over what is going on in the junk bond market	Restatement
that prices inevitably will go lower now that they've fallen below $20 a barrel	our technician is a little bearish now that we've taken out $20	Cause
tax-loss sellers, those investors who sell loss-making stocks so they can deduct their losses from this year's income, are also getting out	that's helping put pressure on both the market's winners and its losers	Cause
here in the global village, though, folks do not stay uninformed for long	electrical power was out in still-daylighted candlestick park, but battery-operated radios and television sets were plentiful	Cause
landfill can be done if it's properly compacted	you can drive piles on it and build on it	Restatement
mr. pilson gave him one	he bid $243 million for rights to the 1992 winter games in albertville, france	Instantiation
detroit tries to counter the foreign invasion with new brands of its own	gm launched the geo marque this year to sell cars made in partnership with foreign auto makers, and next year gm's long-awaited saturn cars will make their debut	Instantiation
that arbitragers could force a recapitalization through the written consent process under which holders may oust the board by a majority vote	the machinists union has suggested it may propose a recapitalization that includes a special dividend for holders and a minority ownership stake for employees	Conjunction
currently, there is a lull in the psyllium war	the fda has asked kellogg and general mills to show research that their cereals are safe	Restatement
for corporations, the top tax rate on the sale of assets held for more than three years would be cut to 33% from the current top rate of 34%	that rate would gradually decline to as little as 29% for corporate assets held for 15 years	Conjunction
spokespersons for both the trust and the company refused to comment on whether any talks with a possible acquirer of manville had actually taken place	the trust is considering a sale of its manville holdings, but manville has the right of first refusal on any sales of its stock held by the trust	Conjunction
mr. bartlett had slimmed moliere's cast of characters to six and set them in the london media world of thatcherite britain	mr. falls transfers the setting to hollywood, and transforms the characters into what passes for aristocracy there -- agents, producers, actors, writers and sycophants	Asynchronous
elsewhere, share prices rebounded in hong kong, sydney, singapore, wellington, taipei, manila and seoul	in hong kong, sydney and singapore stocks recovered one-third to one-half of the ground they lost in monday's plunge, with major market indexes posting gains of 3.6% to 4.4%	Instantiation
texaco has also been attempting to sell oil properties	at least two years ago, the company put 60 million barrels of oil reserves on the block	Instantiation
the american stock exchange market value index lost 3.11 to 379.46	volume totaled 10,450,000 shares	Conjunction
he was brought to the company in september 1988 after 15 years at los angeles-based first interstate bancorp	the bank had been suffering in late 1987 from a slew of bad real estate loans made in arizona	Synchrony
as of march 31, the daiwa group had shareholder equity of 801.21 billion yen ($5.64 billion)	for the six months ended sept. 30, daiwa reported unconsolidated (parent company) net income of 79.03 billion yen ($556.5 million) on revenue of 332.38 billion yen ($2.34 billion)	Conjunction
at a recent trade show, convention-goers lined up to view a new specialized bike frame that weighs just 2.7 pounds -- a pound less than the lightest mountain-bike frame on the market	by replacing the frame's steel lugs with titanium ones, mr. sinyard's company plans to make its next generation of frames even lighter	Conjunction
but the session ended shortly thereafter, leaving the stock market set up for more sell programs	by monday morning stock-index arbitrage sell programs helped re-establish the link between stocks and futures	Contrast
it had to boost spending for trade and dealer incentives to try to keep volumes from slipping	consumers will adjust to higher-priced soft drinks	Contrast
for the nine months, polaroid reported earnings of $98.5 million, or $1.27 a share	last year, the company had a nine-month loss of $15.1 million, or 23 cents a share	Contrast
now, only god exists as a matter of absolute necessity	it is built into his nature	Cause
still, the restructuring could create one of the most powerful alliances between advertising and media-buying firms that europe has seen	as part of the restructuring, wcrs and eurocom said they will look for ways to combine their media buying across europe	Conjunction
but service on the line is expected to resume by noon today	we had no serious damage on the railroad	Cause
revenue jumped 5.6% to $2.9 billion from $2.8 billion in the year-ago quarter	revenue from financial and real-estate services jumped 23% to $177.4 million from $144.1 million a year ago	Restatement
the company cited sales gains at its milton bradley and playskool units and in its international business for the increase in revenue	"that hasbro's new line of battery-powered racing cars, called record breakers, and its acquisition of cabbage patch kids, scrabble and other lines from coleco industries inc. puts the company ""in a good position as we enter the christmas buying season"	Conjunction
"it was ""the soviets' vietnam."" the kabul regime would fall"	millions of refugees would rush home	List
but recent events indicate that federal credit is out of control	student loan defaults remain high at about 12%, and the program has been rocked by allegations of fraud and mismanagement	Instantiation
but its computers were knocked out	backup computer tapes were hand-carried to an ibm office in philadelphia, and the company expects its mainframe to be up in a few days	Cause
when the central bank took only modest steps to aid the markets	a surprisingly small amount of reserves was added to the banking system	Instantiation
when district authorities allowed him to resume manufacturing, they released only one of his machines	they didn't return the rubber stocks that represent his capital	Conjunction
when short sellers periodically moved in to cover their positions by buying contracts	this activity produced small rallies, which in turn attracted new short selling	Cause
"the school was the first, in 1987, to receive the ncaa's ""death penalty"" -- two years without football -- for repeated rules violations"	given current headlines about the university of florida, it may not be the last	Conjunction
mrs. thi didn't wait for the reforms to get her start	she charged ahead of the government and the law to establish hochiminh city food co. as the biggest rice dealer in the country	Contrast
i don't want companies to be built around me as a person	i want them to stand alone	Alternative
the damage was to her motor nerves, which couldn't be monitored along with the sensory nerves	"the tragedy galvanized me"" to look for a way to prevent similar cases"	Cause
but the nikkei fell an overall 1.8% in value that day compared with wall street's far sharper 6.9% drop on oct. 13	the tokyo market's resiliency helped participants to regain confidence gradually	Restatement
the amex market value index recorded its sharpest gain of the year by climbing 4.74 to 382.81	volume totaled 14,580,000 shares	Conjunction
whatever the cause for the downturn, few people are predicting any sudden improvement	airline economics inc., an aviation consulting firm, is projecting an industrywide operating profit of $2.5 billion for 1989, compared with earlier forecasts of $3 billion to $3.5 billion	Instantiation
father mckenna moves through the house praying in latin, urging the demon to split	suddenly the woman begins swaying and then writhing	Asynchronous
for the quarter, earnings were $47 million, or 92 cents a share, including a one-time gain of $5.9 million	in the year-ago quarter, earnings were $42.9 million, or 93 cents a share	Contrast
"that they should seek to seize assets from defendants ""in proportion"" to the nature of the alleged offense"	that means that if the offense deals with one part of the business, you don't attempt to seize the whole business; you attempt to seize assets related to the crime	Cause
mr. rey as having a fortune of about 1.5 billion swiss francs	no one in switzerland ever came so far so fast	Conjunction
ramada's stock rose 87.5 cents on the news to close at $11.25 in composite new york stock exchange trading	the announcement dispelled some wall street observers' fears that new world might demand a huge premium for the delay, or scrap the deal entirely	Cause
the benchmark 30-year bond was quoted late at 102 12/32 to yield 7.90% compared with 102 7/32 to yield 7.92% monday	the latest 10-year notes were unchanged at 100 16/32 to yield 7.904%	List
that couldn't be more perfect	it matches her voice	Cause
these rate indications aren't directly comparable	lending practices vary widely by location	Cause
a good deal of the book is boring, particularly the endless allusions to high and pop culture and the frequent jokes festooning the text	"these turns do not provide sufficient relief from sentences like, ""most modern chelicerates have six uniramous appendages on the prosoma"	Conjunction
the solution to this problem is a time-limited poison pill	the limit could range from three years to seven years, depending on the composition of the management team and the nature of its strategic plan	Instantiation
still, like the auto makers, when dealing with mr. everyman the pentagon sticks to the tried and true	soldiers and sailors are still measured in inches and pounds	Restatement
"advisers to ual management and the union will begin meeting in new york today and will work through the weekend to devise a new proposal to present to ual's board ""at the earliest time possible"	pilot union advisers appeared confident that a new bid could go forward even without british air's participation	Conjunction
michael deaver, the former white house aide, has become the most recent addition to the teeming ranks of fallen politicians and officials earning their way as lobbyists and consultants here	mr. deaver has reopened a public-relations business	Restatement
that ltv may be trying to send a signal to major customers, such as chrysler corp. and whirlpool corp., that steelmakers need more money	both companies are in the process of negotiating contracts with ltv and others	Cause
both have been raised at least 30% in recent years, even while the price of gasoline has fallen	dragging prop. 13 into this story is a pretty long stretch	Cause
"mr. brady also said he expects the leveraged buy-out phenomenon to ""end under (its) own weight"	"asked whether there is anything congress should do to curb the lbo boom, mr. brady responded, ""i think the lbo phenomenon, (while) it won't stop completely, will be a thing of the past"	Asynchronous
he was, in fact, taking an especially keen interest in board matters even before he went to the treasury	after the october 1987 market crash, mr. brady as a private citizen headed a presidential commission that tried to decide what went wrong and what should be done about it.one of the commission's recommendations was that a single agency, probably the federal reserve, should coordinate regulation of all financial markets	Restatement
under the proposed agreement involving the world's tallest building, chicago-based sears would receive about half the money through conventional mortgage financing and the other half as a convertible mortgage	at the end of the term of the convertible loan, sears could still own half the building, and aew could own the other half	Asynchronous
conviction on any single impeachment article was enough to remove judge hastings from office	he was found not guilty of three charges, involving accusations that he had improperly disclosed information about a sensitive, government investigation	Contrast
even if the congress (i) retains control of the government, mr. gandhi's ability to push through major initiatives might be hobbled by a thinner majority	economic analysts call his trail-blazing liberalization of the indian economy incomplete, and many are hoping for major new liberalizations if he is returned firmly to power	Contrast
some 500 insects and 150 diseases wiggle, chew and romp through growers' nightmares, including maggots, mites, mildew, thrips, black rot and the flat-headed borer	even if a grower beats them back, his $2,000 rented bees might buzz off to the neighbors' orchards instead of pollinating his	Conjunction
third-quarter sales increased 4% to $1.44 billion from $1.38 billion	net income was flat because of investment in research and development and costs related to launches of several products	Contrast
he sent out thousands of news releases from his kensington, md., office	he plugged the contest on larry king's radio show, on pat sajak's television show and on the c-span cable television network	List
those allies included politburo members guenter mittag and joachim hermann	both men were also relieved of their duties yesterday	Cause
the battery packs have enough power for only three hours, but that gave emergency crews time to turn on an emergency system that runs primarily on diesel fuel	of some 160 switches in pacific bell's network, only four went down	Restatement
the united nations, which is distributing farm tools to returning refugees in namibia, is rethinking a plan to hand out machetes because of the tense political climate during preparations for independence from south africa	the decision to distribute machetes at this time, which could be used as weapons, is under review	Restatement
"unless the company can start shipments of the new product sometime this quarter, the fourth-quarter loss is likely to be ""comparable to the third quarter's"	if the company can start to ship during this quarter, it could stem some, if not all of the red ink	Contrast
there still are some details to be nailed down	"mr. bush is reserving the right in ""rare"" instances to keep congress in the dark, asserting a constitutional prerogative the committee doesn't recognize"	Instantiation
gte corp. and mci communications corp. reported strong earnings gains to record levels for the third quarter	southwestern bell corp. and cincinnati bell posted slight declines	Contrast
while the 10 3/4% subordinated debentures of 1997 were being bid for at 28 and offered at around 34 3/4	the 10 3/4% debentures last traded at 35	Contrast
but you know about campaign promises	it still doesn't look like governments are coughing up everything they know	Conjunction
then the chairman said they would like to hear his manager's side and talk to witnesses	the chairman promised mr. stone a decision within two weeks	Asynchronous
but despite the acrimony between mr. ross and mr. yetnikoff, officials of the time side of time warner have reportedly been increasingly interested in a settlement that might yield attractive business opportunities	time executives such as the company's president, n.j. nicholas have no personal relationships or ego at stake in the fight over the guber-peters duo, and were never directly drawn into the fray	Cause
the arabs had tried embargos before	in 1956 arab producers cut off supplies to europe	Instantiation
"such a machine would be necessary ""to get things back on line here"	it will decide on whether to build such a machine before year end	Conjunction
under the circumstances, it won't be easy for gm to exceed its record 1988 fourth-quarter net of $1.4 billion	that means it's unlikely the company will surpass last year's $4.9 billion full-year profit	Cause
"i'm happy that he feels positively about our company,"" he said"	mr. fabi wouldn't say directly whether mr. pattison has disclosed potential terms for his planned bid for control	Contrast
meanwhile, overall evidence on the economy remains fairly clouded	in his mansion house speech, mr. lawson warned that a further slowdown can be expected as the impact of the last rise in interest rates earlier this month takes effect	Instantiation
"even in the present uncertain investment climate, investors are preferring ""quality assets"" such as treasury bills and bonds to gold, silver and platinum"	precious metals are out of favor for the moment because of high interest rates and a determination by industrial nations to curb inflation	Restatement
declining issues on the big board were far ahead of gainers, 1,108 to 416	for the week the dow jones industrial average sank 92.42 points, or 3.4%	List
the treasury's benchmark 30-year bond ended about 1/2 point higher, or up about $5 for each $1,000 face amount, while the yield slid to 7.93% from 7.98% friday	municipals ended mixed, while mortgage-backed and investment-grade corporate bonds rose	Conjunction
how deeply do they read it	research doesn't tell us whether people actually do read the magazines they subscribe to	Conjunction
finally, scenario 4 reduces the budget by 2% per year for the next five years -- a total reduction of $287 billion	this can be thought of as a pessimistic prediction, perhaps driven by the sequestering effects of the gramm-rudman deficit reduction law or possibly a relaxation of tensions with the soviet union	Contrast
many lawyers maintain that all's fair in the adversary system as long as no one tampers with the evidence	others point out that lawyers in small communities have always had a feel for public sentiment -- and used that to advantage	Conjunction
nearly 36% ranked housing problems as their most serious unmet legal need	other areas targeted by the survey's respondents included difficulty obtaining or maintaining public benefits (22%), consumer fraud (15.4%), and health-care issues (15%	Contrast
it also restructured bank debt under a $1.5 billion unsecured bank agreement that offers significant interest rate savings	"viacom ""emerged from our leveraged buy-out structure and gained substantial operating and financial flexibility through"" the bank pact"	Cause
banks can still make a credible offer of one-stop shopping for takeover finance	as evidence yesterday's arrangement for the final financing of a $3 billion bid for american medical international inc. in which chemical served as both the lead bank and an equity investor	Pragmatic cause
"while the washington bureaucracy ""took hours getting into gear"	one news show we saw yesterday even displayed 25 federal officials meeting around a table	Restatement
the 1987 highway bill permitted states to raise the speed limit to 65 mph from 55 mph on interstate roads, which are defined as highways that pass through areas with fewer than 50,000 people	since 1987, 40 states have increased the speed limit on rural interstates	Asynchronous
the going rate for a small personal computer that costs about $2,000 in the west is anywhere from 50,000 to 100,000 rubles	even a pack of 20 western cigarettes can fetch 20 rubles or more	Conjunction
simple policy prescriptions in this case would be to improve debt collection (taking the gloves off contracted collection agencies) and to deny new credit to defaulters	these provisions would be difficult to enforce for a program intended to provide a subsidy, but would be reasonable and effective devices for programs that attempt to offset market imperfections	Cause
when negotiating, mr. corry played his cards close to the vest	"how his boss would routinely ask a subordinate to research an entire industry to target acquisition candidates. ""what he really wanted to know was about a particular company, but you didn't know that.he wanted your own unbiased, virgin opinion"	Restatement
long-term investing -- that's not steinhardt's style	he doesn't usually risk that much unless he thinks he has an ace in the hole	Restatement
among the possibilities the treasury is considering are requirements that banks keep records identifying the originators and recipients of international wire transfers	"another suggestion would draw banks more directly into tracking down money launderers by developing a ""suspicious international wire transfer profile,"" which banks would use to spotlight questionable payments"	Conjunction
shares of biotechnology companies in the area were also higher	chiron was up 1/2 to 27	Instantiation
that theme has been a recurring one for soviet military officials for much of this year	they argue that as the kremlin follows through on announced plans to cut land forces -- the soviets' area of greatest strength -- the u.s. should show more willingness to cut sea forces -- washington's area of greatest superiority	Restatement
for years, costume jewelry makers fought a losing battle	jewelry displays in department stores were often cluttered and uninspired	Instantiation
brokers don't deny that	wall street traders say that, with institutional brokerage commissions far lower than in the 1970s, securities firms can't afford to take the risk of buying too much stock	Restatement
"a few years ago, the company voluntarily stopped selling ""the big ear,"" a powerful microphone"	"with its ability to pick up rustlings and flapping wings, ""it was meant to be a toy for children for bird watching"	Restatement
that future product development will be driven more by technological innovation than by fashion whims -- especially among mass-market brands	there will be more emphasis on quality	Restatement
the downside is very considerable, and at the moment the upside is very marginal	if profits don't improve he may quit the exchange	Cause
at 11.1% of gross national product, u.s. health costs already are the highest in the world.by contrast, japan's equal 6.7% of gnp, a nation's total output of goods and services	management and labor worry that the gap makes u.s. companies less competitive	Cause
monday's rally continued yesterday for only about 20 minutes after the opening	even though there was arbitrage buying in new york because of the weak dollar, cocoa fell to relentless pressure from bearish traders	Synchrony
neither the contra nor the sdi cause can be pushed much further without more presidential support	for there to be wind in the sails of any program, the chief executive has to be blowing in the sails	Restatement
that his company is now holding some goods in anticipation of being paid in full	it's become a day-by-day business	Restatement
the sale to the chinese government of 330,000 metric tons of wheat under the government's export enhancement program was announced after the close of trading monday, but the sale was expected and failed to buoy prices yesterday	as for other export customers, the soviet union isn't expected to be back buying u.s. corn in significant amounts until early next year	Conjunction
for eight hours a day for the past two weeks, in aggregates of as much as 27,000 pounds (equaling $20,000 in pennies), coin wrap has been pouring money into a cement-mixing truck	a giant heater, working like a blowtorch, causes the mud to crust and burns off any wrappers	Asynchronous
just because upscale cosmetics look like packaged goods and smell like packaged goods, it doesn't mean they are packaged goods	they're really fashion items wrapped up in little jars	Alternative
soviet efforts to sell their technology abroad don't appear to worry the u.s., japan's principal ally	"we have never opposed the development of economic relations between our allies and the soviet union,"" says a state department official"	Instantiation
according to the direct marketing association, total direct mail -- to both businesses and consumers -- jumped 50% to 65.4 billion pieces in 1988 from five years earlier	it's growing even faster	Conjunction
the junk market, which mushroomed to $200 billion from less than $2 billion at the start of the decade, has been declining for months as issuers have stumbled under the weight of hefty interest payments	the fragile market received its biggest jolt last month from campeau corp., which created its u.s. retailing empire with more than $3 billion in junk financing	Asynchronous
we issue paper money; we destroy paper money	the coin is their problem	Contrast
earlier, japan had said it might file a reservation against the ivory ban decided by ballot at the 103-nation united nations conference on international trade in endangered species in switzerland last week	the japanese use 40% of the world's ivory	Cause
prosecutors in miami received yet another setback	their original indictment against mr. wittgreen, the friend of mr. noriega, and the other four was dismissed on a technicality	Restatement
workers at peugeot s.a.'s car plant at sochaux, in eastern france, voted to end a six-week-old strike that has cost the peugeot group production of 60,000 automobiles	the strikers voted to accept a series of management proposals that will give them a higher basic wage, better profit-sharing benefits and bigger annual bonuses	Restatement
in part, this division is dictated by economics	west germany is a net exporter of capital while the u.s. isn't	Pragmatic cause
greg confair, president of sigma financial inc. in allentown, pa., also recommends that investors go heavily for cash	he isn't sure a recession is coming	Contrast
"your editorial mockingly entitles this legislation the ""lawyers' employment act"	"for the 43 million people with disabilities and their families, this legislation is the ""emancipation proclamation"	Contrast
also, amr was the most active big board issue	2.8 million shares changed hands	Restatement
but some securities analysts doubt it	that among large existing properties bally manufacturing corp. 's bally grand hotel-casino probably will be hardest hit among major properties	Conjunction
the large increase in customs service air-interdiction funds is also intended to counter smuggling	the $196.7 million provided for fiscal 1990 anticipates the purchase of a lockheed p-3 surveillance aircraft and five cessna citation ii jets	Restatement
the at&t action was the most recent blow in a nasty fight	earlier this month, mci sued at&t in federal district court, claiming that at&t's ads are false	Cause
at least two years ago, the company put 60 million barrels of oil reserves on the block	they were either too small or uneconomic to maintain	Cause
"that despite digital's low prices, ""we aren't about to unplug our ibm mainframes for a dec machine"	the software conversion costs would dwarf any savings	Cause
mci communications, the most active issue, finished down 5/8 to 42 1/8	mci traded as low as 41 3/8 during the session	Conjunction
but so far, most potential participants haven't decided	sun microsystems inc. said it's still actively evaluating u.s. memories and plans to meet with u.s. memories representatives later this week	Instantiation
california officials plan to ask congress for $3 billion or more of federal aid, in the form of grants and low-interest loans	the state has a $1 billion reserve, and is expected to add $1 billion to that fund in the next year	Conjunction
these days, he isn't alone	nearly half the owners of the 28 national football league teams are losing money	Cause
the volatility was dizzying for traders	the market must have turned up and down 15 different times	Cause
and realized what had happened	what should i do	Cause
the ira's conception is murky	"in 1972, then treasury secretary george shultz, with the key support of sen. carl curtis, sought some form of pensions for the uncovered.that year a four-man group headed by william lieber in the legislation and regulations division of the office of the chief counsel for the internal revenue service, was assigned the task of designing a plan they used the 1962 keogh plan, a pension plan created by a new york congressman for the self-employed, as a partial model.this team initially called its new model personal retirement account, or ""pra."" but it didn't sing.so they opted for ira, naming it after ira cohen, a brilliant irs actuary who helped them"	Restatement
the approach has generated so much interest that nyu is host to the first conference on cooperative care nov. 30	it's really part of the hospital of the 21st century	Restatement
her husband is adamant about eating only hunt's ketchup	he simply can't stomach the taste of heinz	Restatement
yvon bussieres was named senior executive vice president and chief operating officer of provigo, a new position	mr. bussieres was president and chief operating officer of provigo's quebec retail and wholesale grocery unit	Asynchronous
"there are moments in this ""summerfolk"" when the characters populating the vast multilevel country house spout philosophic bon mots with the self-conscious rat-a-tat-tat pacing of ""laugh in"	"talk hurts from where it spurts,"" one of them says"	Instantiation
the problem for ibm trial lawyers thomas barr and david boies was how to make such a highly technical case understandable	as the trial progressed, they were eager to know if the jury was keeping up with them	Cause
the company has made payments of $175 million against the original $585 million of bank debt incurred in connection with the recapitalization	these payments consisted of $54 million in scheduled payments and $121 million in prepayments, funded by $82.8 million from operating cash flow, zero-coupon subordinated debt and assets sales	Restatement
the new york study's companies averaged 27 employees	their annual crime losses averaged about $15,000, with an additional $8,385 annual cost in security	Conjunction
though modest, the change reaches beyond the oil patch, too	the same roller-coaster prices that halted u.s. oil exploration and drove many veteran oil men and companies out of the business also played havoc with the nation's inflation rate, the trade deficit and oil users' corporate and personal budgets	Cause
the first of three major sources of error is the use of labor input estimates (mainly employment or hours) instead of output estimates for those sectors, such as governments, paid household services and private non-profit institutions, where there are difficulties in assembling output data	this means that no allowance is made for possible increases in output per unit of labor	Cause
together with two existing plants in the u.s. it will expand its current local monthly production of memory disks to 1.4 million sheets from 800,000	in japan it will raise production at a plant outside tokyo to 300,000 sheets monthly from 100,000	Conjunction
this has been widely dubbed the bart series, after the local subway line, and the bay bridge series	flags fly at half-staff for the death of bart giamatti, the late baseball commissioner, and now the bay bridge lies in ruins	Conjunction
we aren't inclined to prune stock portfolios now	investors should stay with their stocks	Alternative
junk-portfolio managers raised their cash position to 9.4% of assets in september from 8.3% in august	in september 1988, that level was 9.5%	Contrast
"it was ""the soviets' vietnam"	the kabul regime would fall	List
it was a busy week for otc stocks	friday's volume totaled 158.2 million shares	Pragmatic cause
third-quarter net income gained 15% to $62 million, or 78 cents a share, from $54 million, or 68 cents a share, a year ago	revenue grew 13% to $734.8 million from $650.9 million	Conjunction
the memo attempts to remove the tourist board as far as possible from the agency	"among other things, the memo contends that young & rubicam gave false assurances that the investigation wouldn't uncover any information that would ""embarrass the government of jamaica or the jamaica tourist board"	Restatement
as deutsche bank and dresdner bank added 4 marks each to 664 marks ($357) and 326 marks, respectively	commerzbank gained 1 to 252.5	List
people are slightly dulled by scandal	it now takes something really weird to inspire public outrage	Cause
"that the issue's london debut was accompanied by ""very, very heavy turnover -- between five million and six million shares"	most of the buying was institutional	Conjunction
turkey is not a christian nation	its people simply won't fit in with the western european judeo-christian tradition	Cause
major airlines sometimes make flight attendants work 16 hours or more straight	some flight attendants on charter planes are putting in 20-hour work days	Conjunction
mr. greenspan's decision to keep quiet also prompted a near-mutiny within the fed's ranks	"a ""senior fed official"" spoke on saturday after the market swoon to both the washington post and the new york times, saying the fed was prepared to provide as much credit as the markets needed"	Instantiation
do you really need this much money to put up these investments	have you told investors what is happening in your sector	List
although the tiger acquisition has brought federal a long way toward becoming the global player it wants to be, it also has brought problems	it more than doubled federal's long-term debt to $1.9 billion, thrust the company into unknown territory -- heavy cargo -- and suddenly expanded its landing rights to 21 countries from four	Instantiation
bond prices inched higher	the treasury's benchmark 30-year issue rose less than an eighth of a point, or less than $1.25 for each $1,000 of face amount	Restatement
"but east germany is merely ""the land of truly existing socialism"	beyond that, it has to compete with west germany for a claim to the german identity	Conjunction
mr. belli suspects that the earthquake will generate enough lawsuits to keep this city's personal-injury and construction lawyers busy for quite some time	suits are likely to be filed against engineering firms, contractors and developers, as well as against local-government agencies	Restatement
